aqi,pm25,pm10,lat,lon,source,age_group,sensitivity,risk
37,9.9,11.0,49.806755,73.085449,Open-Meteo,25-34,low,0
77,19.3,97.3,30.04442,31.235712,Open-Meteo,25-34,low,1
50,11.6,13.4,-33.86882,151.20929,Open-Meteo,35-44,low,1
82,18.2,25.4,43.238949,76.889709,Open-Meteo,45+,medium,1
123,72.6,93.1,39.904202,116.407394,Open-Meteo,45+,low,2
34,8.8,14.0,42.341685,69.590103,Open-Meteo,35-44,high,1
96,50.3,101.0,25.204849,55.270782,Open-Meteo,25-34,medium,1
217,112.2,467.5,28.613939,77.209023,Open-Meteo,45+,low,3
129,22.7,23.5,31.230391,121.473701,Open-Meteo,18-24,high,3
36,9.0,11.3,41.902782,12.496366,Open-Meteo,18-24,low,0
215,60.8,172.3,28.613939,77.209023,Open-Meteo,35-44,low,3
115,48.4,92.9,25.204849,55.270782,Open-Meteo,18-24,high,3
39,8.6,14.6,49.806755,73.085449,Open-Meteo,18-24,high,1
112,25.0,46.0,25.204849,55.270782,Open-Meteo,25-34,medium,2
93,7.7,10.6,52.229676,21.012229,Open-Meteo,45+,high,2
66,14.7,19.8,52.229676,21.012229,Open-Meteo,35-44,low,1
97,16.1,20.3,35.676193,139.650311,Open-Meteo,25-34,low,1
79,20.4,22.1,35.676193,139.650311,Open-Meteo,45+,high,2
48,20.8,25.1,52.520008,13.404954,Open-Meteo,35-44,high,1
50,15.6,19.2,52.229676,21.012229,Open-Meteo,35-44,medium,1
87,36.7,38.2,34.052235,-118.243683,Open-Meteo,18-24,low,1
52,9.7,12.5,51.169392,71.449074,Open-Meteo,35-44,low,1
37,6.3,10.9,48.856613,2.352222,Open-Meteo,45+,low,0
55,17.8,18.1,40.712776,-74.005974,Open-Meteo,45+,low,1
66,81.7,89.1,52.229676,21.012229,Open-Meteo,25-34,low,1
69,21.6,22.6,48.856613,2.352222,Open-Meteo,45+,high,2
33,13.4,16.5,40.712776,-74.005974,Open-Meteo,45+,medium,0
32,2.5,3.5,40.416775,-3.70379,Open-Meteo,18-24,medium,0
57,12.7,15.0,13.756331,100.501762,Open-Meteo,35-44,high,2
50,5.6,8.4,42.341685,69.590103,Open-Meteo,45+,high,2
91,17.3,17.8,19.432608,-99.133209,Open-Meteo,25-34,high,2
78,12.4,12.6,19.432608,-99.133209,Open-Meteo,45+,medium,1
39,2.8,6.3,49.806755,73.085449,Open-Meteo,25-34,low,0
160,41.3,45.5,37.566536,126.977966,Open-Meteo,45+,high,3
58,22.2,26.2,13.756331,100.501762,Open-Meteo,25-34,low,1
82,28.3,97.6,43.238949,76.889709,Open-Meteo,45+,medium,1
126,26.9,28.2,13.756331,100.501762,Open-Meteo,45+,medium,2
106,49.7,62.9,41.00824,28.978359,Open-Meteo,35-44,high,3
198,34.0,244.0,28.613939,77.209023,Open-Meteo,25-34,low,3
97,15.3,15.7,19.432608,-99.133209,Open-Meteo,35-44,high,2
51,34.7,34.8,-23.55052,-46.633308,Open-Meteo,45+,high,2
115,12.3,12.3,-23.55052,-46.633308,Open-Meteo,35-44,low,2
75,9.7,22.3,30.04442,31.235712,Open-Meteo,35-44,low,1
161,55.2,64.5,37.566536,126.977966,Open-Meteo,25-34,medium,3
115,62.4,79.6,37.566536,126.977966,Open-Meteo,35-44,high,3
59,24.0,31.7,52.229676,21.012229,Open-Meteo,35-44,medium,1
46,21.9,25.6,49.806755,73.085449,Open-Meteo,45+,medium,0
156,42.8,97.6,37.566536,126.977966,Open-Meteo,25-34,medium,3
52,14.7,20.5,52.520008,13.404954,Open-Meteo,18-24,medium,1
73,29.1,34.7,37.566536,126.977966,Open-Meteo,45+,medium,1
84,26.6,35.3,41.00824,28.978359,Open-Meteo,35-44,high,2
146,41.1,105.1,30.04442,31.235712,Open-Meteo,18-24,high,3
54,6.9,11.8,52.229676,21.012229,Open-Meteo,45+,high,2
107,35.2,39.9,37.566536,126.977966,Open-Meteo,18-24,low,2
53,11.6,13.1,-33.86882,151.20929,Open-Meteo,25-34,medium,1
154,16.1,25.4,39.904202,116.407394,Open-Meteo,18-24,high,3
77,14.6,19.8,1.352083,103.819839,Open-Meteo,25-34,medium,1
81,28.0,40.3,41.00824,28.978359,Open-Meteo,35-44,high,2
73,13.9,19.5,43.238949,76.889709,Open-Meteo,25-34,medium,1
52,7.8,7.9,-23.55052,-46.633308,Open-Meteo,35-44,medium,1
149,60.3,70.5,31.230391,121.473701,Open-Meteo,18-24,high,3
67,28.6,31.5,34.052235,-118.243683,Open-Meteo,25-34,medium,1
58,38.6,60.6,41.00824,28.978359,Open-Meteo,45+,high,2
34,15.3,25.4,51.169392,71.449074,Open-Meteo,25-34,medium,0
60,26.3,34.5,34.052235,-118.243683,Open-Meteo,25-34,low,1
21,4.2,5.9,40.416775,-3.70379,Open-Meteo,45+,low,0
32,6.6,9.4,49.806755,73.085449,Open-Meteo,35-44,low,0
86,26.8,30.3,34.052235,-118.243683,Open-Meteo,45+,low,1
76,13.6,13.6,-23.55052,-46.633308,Open-Meteo,35-44,low,1
193,69.6,229.1,28.613939,77.209023,Open-Meteo,35-44,medium,3
49,6.1,6.7,35.676193,139.650311,Open-Meteo,35-44,low,0
101,16.8,17.3,37.566536,126.977966,Open-Meteo,35-44,high,3
60,17.9,19.3,1.352083,103.819839,Open-Meteo,35-44,high,2
154,63.3,76.6,31.230391,121.473701,Open-Meteo,35-44,high,3
47,19.3,22.3,-33.86882,151.20929,Open-Meteo,25-34,high,1
112,36.3,145.8,39.904202,116.407394,Open-Meteo,25-34,medium,2
60,13.9,17.1,13.756331,100.501762,Open-Meteo,35-44,high,2
78,76.5,106.9,41.00824,28.978359,Open-Meteo,25-34,medium,1
155,49.8,79.6,37.566536,126.977966,Open-Meteo,45+,low,3
36,4.5,6.2,40.416775,-3.70379,Open-Meteo,18-24,high,1
58,16.9,19.6,13.756331,100.501762,Open-Meteo,35-44,medium,1
81,22.8,158.1,30.04442,31.235712,Open-Meteo,25-34,low,1
61,22.2,24.9,34.052235,-118.243683,Open-Meteo,25-34,low,1
79,30.4,59.4,25.204849,55.270782,Open-Meteo,18-24,medium,1
21,8.5,12.9,40.416775,-3.70379,Open-Meteo,35-44,medium,0
128,57.9,108.3,25.204849,55.270782,Open-Meteo,35-44,medium,2
61,26.4,36.4,34.052235,-118.243683,Open-Meteo,25-34,low,1
74,12.1,14.8,13.756331,100.501762,Open-Meteo,45+,low,1
92,10.3,15.8,52.229676,21.012229,Open-Meteo,45+,low,1
72,13.3,15.7,13.756331,100.501762,Open-Meteo,45+,high,2
75,19.5,28.8,43.238949,76.889709,Open-Meteo,18-24,medium,1
26,3.0,5.2,40.416775,-3.70379,Open-Meteo,35-44,low,0
69,28.1,32.9,1.352083,103.819839,Open-Meteo,18-24,medium,1
112,13.6,14.2,-23.55052,-46.633308,Open-Meteo,45+,medium,2
70,20.5,25.7,52.229676,21.012229,Open-Meteo,45+,low,1
101,59.4,59.6,19.432608,-99.133209,Open-Meteo,35-44,low,2
116,56.5,56.8,31.230391,121.473701,Open-Meteo,35-44,low,2
65,22.6,46.8,43.238949,76.889709,Open-Meteo,35-44,low,1
72,15.7,18.2,13.756331,100.501762,Open-Meteo,18-24,low,1
53,18.3,19.7,42.341685,69.590103,Open-Meteo,25-34,low,1
64,22.0,27.5,1.352083,103.819839,Open-Meteo,35-44,low,1
124,29.2,44.0,25.204849,55.270782,Open-Meteo,25-34,low,2
73,16.5,23.1,41.00824,28.978359,Open-Meteo,18-24,high,2
59,10.6,16.0,52.229676,21.012229,Open-Meteo,25-34,high,2
41,8.9,12.6,-33.86882,151.20929,Open-Meteo,25-34,high,1
73,17.3,24.7,41.00824,28.978359,Open-Meteo,18-24,low,1
100,34.3,46.8,39.904202,116.407394,Open-Meteo,25-34,high,3
38,23.1,23.7,35.676193,139.650311,Open-Meteo,45+,medium,0
126,31.7,33.5,19.432608,-99.133209,Open-Meteo,45+,medium,2
47,9.3,9.7,40.712776,-74.005974,Open-Meteo,45+,low,0
71,11.1,13.9,35.676193,139.650311,Open-Meteo,18-24,medium,1
37,5.7,7.6,51.169392,71.449074,Open-Meteo,35-44,low,0
219,195.6,204.4,31.230391,121.473701,Open-Meteo,18-24,high,3
49,21.0,24.5,52.229676,21.012229,Open-Meteo,45+,medium,0
58,15.1,18.2,51.169392,71.449074,Open-Meteo,18-24,medium,1
88,18.3,19.3,19.432608,-99.133209,Open-Meteo,25-34,high,2
88,48.2,106.6,43.238949,76.889709,Open-Meteo,25-34,low,1
99,51.9,280.3,39.904202,116.407394,Open-Meteo,35-44,low,1
59,22.4,24.9,13.756331,100.501762,Open-Meteo,35-44,high,2
40,3.0,4.2,40.416775,-3.70379,Open-Meteo,45+,low,0
109,50.5,130.4,30.04442,31.235712,Open-Meteo,25-34,high,3
118,38.2,38.6,31.230391,121.473701,Open-Meteo,45+,medium,2
159,27.0,98.3,28.613939,77.209023,Open-Meteo,35-44,medium,3
27,9.9,13.3,40.416775,-3.70379,Open-Meteo,25-34,high,1
32,10.8,15.9,52.520008,13.404954,Open-Meteo,45+,medium,0
80,25.5,61.9,30.04442,31.235712,Open-Meteo,18-24,high,2
34,14.2,15.5,49.806755,73.085449,Open-Meteo,35-44,high,1
38,2.2,2.4,40.712776,-74.005974,Open-Meteo,25-34,low,0
59,18.2,21.8,42.341685,69.590103,Open-Meteo,18-24,medium,1
86,44.8,53.1,41.00824,28.978359,Open-Meteo,35-44,medium,1
131,68.0,196.5,28.613939,77.209023,Open-Meteo,45+,high,3
188,33.6,41.6,31.230391,121.473701,Open-Meteo,35-44,medium,3
127,60.1,267.3,28.613939,77.209023,Open-Meteo,45+,medium,2
41,3.7,5.2,40.416775,-3.70379,Open-Meteo,35-44,medium,0
34,5.0,8.3,51.507351,-0.127758,Open-Meteo,25-34,high,1
157,15.5,15.9,-23.55052,-46.633308,Open-Meteo,18-24,medium,3
44,18.4,23.1,51.507351,-0.127758,Open-Meteo,18-24,high,1
73,10.4,10.8,35.676193,139.650311,Open-Meteo,45+,medium,1
70,14.7,19.9,1.352083,103.819839,Open-Meteo,45+,medium,1
22,3.8,6.6,49.806755,73.085449,Open-Meteo,18-24,high,1
46,20.3,24.0,52.229676,21.012229,Open-Meteo,45+,low,0
39,2.6,4.9,51.507351,-0.127758,Open-Meteo,35-44,high,1
71,13.4,13.4,-23.55052,-46.633308,Open-Meteo,35-44,medium,1
23,8.0,14.8,40.416775,-3.70379,Open-Meteo,45+,high,1
64,24.7,36.8,43.238949,76.889709,Open-Meteo,25-34,high,2
205,54.5,122.5,28.613939,77.209023,Open-Meteo,18-24,medium,3
88,15.7,17.1,35.676193,139.650311,Open-Meteo,18-24,medium,1
49,8.9,13.1,48.856613,2.352222,Open-Meteo,45+,high,1
33,5.9,8.5,48.856613,2.352222,Open-Meteo,25-34,medium,0
83,18.6,18.9,-23.55052,-46.633308,Open-Meteo,18-24,high,2
34,7.2,9.6,49.806755,73.085449,Open-Meteo,25-34,low,0
143,60.5,130.4,28.613939,77.209023,Open-Meteo,18-24,medium,2
48,14.5,15.6,40.712776,-74.005974,Open-Meteo,18-24,low,0
36,3.2,5.0,40.416775,-3.70379,Open-Meteo,25-34,medium,0
29,5.3,9.8,48.856613,2.352222,Open-Meteo,25-34,medium,0
35,14.6,24.7,51.169392,71.449074,Open-Meteo,45+,high,1
95,32.1,32.4,-23.55052,-46.633308,Open-Meteo,45+,high,2
126,18.4,18.8,19.432608,-99.133209,Open-Meteo,45+,medium,2
121,27.1,35.3,39.904202,116.407394,Open-Meteo,25-34,medium,2
35,12.4,17.9,51.507351,-0.127758,Open-Meteo,18-24,high,1
123,38.6,51.9,37.566536,126.977966,Open-Meteo,18-24,low,2
81,52.4,213.7,25.204849,55.270782,Open-Meteo,25-34,medium,1
47,4.8,7.7,51.507351,-0.127758,Open-Meteo,45+,low,0
142,34.7,36.8,13.756331,100.501762,Open-Meteo,25-34,high,3
69,20.7,23.5,48.856613,2.352222,Open-Meteo,45+,low,1
168,21.5,21.8,-23.55052,-46.633308,Open-Meteo,18-24,low,3
151,72.9,204.0,28.613939,77.209023,Open-Meteo,45+,medium,3
107,51.7,56.2,37.566536,126.977966,Open-Meteo,25-34,low,2
72,46.6,47.5,19.432608,-99.133209,Open-Meteo,18-24,low,1
230,70.5,470.3,28.613939,77.209023,Open-Meteo,35-44,low,3
74,23.9,24.3,-23.55052,-46.633308,Open-Meteo,35-44,low,1
133,128.1,856.8,28.613939,77.209023,Open-Meteo,35-44,medium,3
39,4.5,6.7,51.507351,-0.127758,Open-Meteo,45+,low,0
36,5.4,12.7,51.507351,-0.127758,Open-Meteo,25-34,high,1
62,32.4,46.4,43.238949,76.889709,Open-Meteo,45+,high,2
80,39.3,40.4,35.676193,139.650311,Open-Meteo,45+,high,2
55,15.4,18.6,13.756331,100.501762,Open-Meteo,25-34,medium,1
85,20.0,28.3,25.204849,55.270782,Open-Meteo,25-34,medium,1
71,25.1,33.8,37.566536,126.977966,Open-Meteo,35-44,low,1
38,4.1,6.1,40.416775,-3.70379,Open-Meteo,25-34,medium,0
55,15.9,16.9,-33.86882,151.20929,Open-Meteo,35-44,medium,1
54,10.5,11.9,-33.86882,151.20929,Open-Meteo,18-24,low,1
113,64.3,82.9,39.904202,116.407394,Open-Meteo,25-34,high,3
70,18.5,23.5,35.676193,139.650311,Open-Meteo,18-24,medium,1
107,44.0,147.7,30.04442,31.235712,Open-Meteo,35-44,medium,2
32,10.3,12.7,41.902782,12.496366,Open-Meteo,45+,low,0
47,6.7,10.2,-33.86882,151.20929,Open-Meteo,25-34,low,0
36,3.9,8.3,52.520008,13.404954,Open-Meteo,25-34,medium,0
102,19.2,79.6,39.904202,116.407394,Open-Meteo,45+,high,3
47,8.8,9.0,40.712776,-74.005974,Open-Meteo,18-24,medium,0
62,8.2,8.2,-23.55052,-46.633308,Open-Meteo,25-34,low,1
76,8.7,11.5,35.676193,139.650311,Open-Meteo,45+,high,2
82,22.6,26.6,43.238949,76.889709,Open-Meteo,25-34,low,1
73,14.9,22.2,41.00824,28.978359,Open-Meteo,18-24,high,2
51,12.7,15.9,52.229676,21.012229,Open-Meteo,35-44,high,2
70,12.3,12.4,40.712776,-74.005974,Open-Meteo,25-34,medium,1
42,13.5,13.7,40.712776,-74.005974,Open-Meteo,35-44,low,0
128,55.4,267.3,28.613939,77.209023,Open-Meteo,25-34,high,3
36,4.6,7.5,52.520008,13.404954,Open-Meteo,35-44,low,0
94,30.8,32.7,41.00824,28.978359,Open-Meteo,25-34,medium,1
34,9.8,13.0,42.341685,69.590103,Open-Meteo,25-34,high,1
87,25.7,67.3,25.204849,55.270782,Open-Meteo,25-34,medium,1
136,80.1,83.6,39.904202,116.407394,Open-Meteo,45+,medium,2
56,17.9,18.0,-23.55052,-46.633308,Open-Meteo,25-34,medium,1
141,34.2,91.7,25.204849,55.270782,Open-Meteo,25-34,low,2
37,3.4,4.5,40.416775,-3.70379,Open-Meteo,18-24,low,0
129,58.4,119.2,28.613939,77.209023,Open-Meteo,18-24,medium,2
50,15.5,19.4,41.902782,12.496366,Open-Meteo,18-24,low,1
75,21.8,32.5,25.204849,55.270782,Open-Meteo,18-24,high,2
34,5.0,9.4,51.507351,-0.127758,Open-Meteo,45+,low,0
76,24.1,24.4,-23.55052,-46.633308,Open-Meteo,18-24,high,2
54,23.9,24.0,35.676193,139.650311,Open-Meteo,18-24,medium,1
103,15.7,19.2,35.676193,139.650311,Open-Meteo,18-24,high,3
90,14.0,20.3,35.676193,139.650311,Open-Meteo,35-44,high,2
76,11.3,11.5,19.432608,-99.133209,Open-Meteo,18-24,low,1
59,14.5,15.5,1.352083,103.819839,Open-Meteo,45+,high,2
52,15.4,16.3,-33.86882,151.20929,Open-Meteo,25-34,medium,1
35,5.9,11.9,51.507351,-0.127758,Open-Meteo,45+,high,1
70,27.6,32.0,1.352083,103.819839,Open-Meteo,45+,low,1
82,21.0,34.3,39.904202,116.407394,Open-Meteo,25-34,high,2
30,8.1,11.2,49.806755,73.085449,Open-Meteo,45+,medium,0
86,25.3,70.1,43.238949,76.889709,Open-Meteo,45+,low,1
69,41.7,42.7,19.432608,-99.133209,Open-Meteo,18-24,medium,1
297,78.7,551.3,28.613939,77.209023,Open-Meteo,35-44,high,3
62,23.1,26.0,13.756331,100.501762,Open-Meteo,18-24,high,2
83,40.2,40.2,-23.55052,-46.633308,Open-Meteo,18-24,medium,1
43,13.2,14.7,-33.86882,151.20929,Open-Meteo,45+,high,1
56,9.3,13.9,51.169392,71.449074,Open-Meteo,18-24,medium,1
79,48.9,203.0,25.204849,55.270782,Open-Meteo,35-44,high,2
146,6.3,8.1,37.566536,126.977966,Open-Meteo,35-44,high,3
39,8.2,14.5,51.507351,-0.127758,Open-Meteo,25-34,high,1
18,3.6,6.3,40.416775,-3.70379,Open-Meteo,18-24,medium,0
66,16.7,23.5,34.052235,-118.243683,Open-Meteo,25-34,high,2
41,15.4,27.2,51.169392,71.449074,Open-Meteo,45+,low,0
